ID,length,height,bodyAngle,wheelAngle,headAngle,time
4167,2520,445,156,222,15,1
4168,3367,259,357,101,133,4
4169,3109,468,322,263,516,1
4171,2521,441,166,212,6,1
4174,2980,324,531,155,92,2
4175,2980,325,537,160,88,2
4176,3618,327,301,356,584,2
4177,2981,321,530,154,92,3
4179,3424,260,335,198,276,2
4182,2994,329,544,47,420,1
4184,2841,266,597,111,199,4
4186,2841,267,594,111,199,2
4187,3601,260,580,142,212,2
4188,2915,255,390,112,166,6
4191,3375,268,243,340,545,2
4192,3375,267,243,338,545,2
7728,2813,252,362,439,778,1
4194,2819,256,631,21,197,2
4195,3020,257,369,195,375,2
4196,3080,325,63,96,301,2
4197,3722,325,704,73,213,2
4198,3256,440,501,8,37,2
4199,3514,464,390,54,185,1
4201,3256,440,501,8,37,1
4077,2928,258,268,388,354,1
4206,2860,262,641,19,155,2
4209,3514,457,396,63,190,3
4210,3256,436,501,8,37,1
4211,3514,456,390,59,185,1
4214,3515,451,396,63,190,2
12672,4000,267,221,425,535,1
4219,2603,330,173,157,439,1
4222,2779,330,585,74,287,1
4223,2240,329,697,341,467,2
4224,2779,329,585,74,287,2
4226,2600,321,740,41,159,3
4227,2609,334,220,27,483,2
4228,2609,334,220,27,483,2
4237,3374,272,349,152,157,2
4238,3374,267,345,148,159,4
4249,3002,261,384,100,28,2
4251,2836,338,644,241,232,2
4252,3909,331,227,375,569,1
4256,4279,265,86,70,149,2
4257,4279,262,86,71,149,2
4260,3009,463,571,72,316,1
4261,2426,438,199,64,112,1
4262,2427,437,206,69,104,1
4264,3009,459,569,71,315,2
4270,3375,261,346,148,160,2
4274,3003,324,527,222,85,2
4275,3449,455,421,226,464,3
4279,2806,333,613,248,243,1
4280,2683,488,240,20,172,1
4281,2806,336,606,255,248,1
4282,2806,335,611,248,243,2
4284,3661,252,388,10,117,2
4285,2683,483,240,20,172,1
4287,3115,265,182,464,510,2
4288,3050,259,539,95,375,2
20765,2822,249,496,171,283,1
4292,2210,331,696,311,469,1
4296,3116,258,182,461,501,2
4300,3521,266,427,292,523,3
4301,3521,270,427,292,523,7
4302,3521,269,427,292,522,2
4303,3386,248,469,84,327,2
4305,2664,304,757,245,81,1
4306,2892,322,648,40,170,2
4311,2776,334,283,593,512,2
4312,3676,261,307,507,515,2
4314,2658,333,499,315,585,1
4316,2658,336,511,306,589,2
4317,2659,333,511,308,589,2
4318,3108,261,172,276,507,2
4319,2820,322,310,560,571,2
4321,4086,256,136,330,513,2
4324,3108,259,173,275,505,2
4325,3261,329,226,250,541,1
4326,3475,318,673,295,213,4
4327,2731,255,708,143,95,2
4328,2731,258,708,143,95,2
4329,2730,262,708,143,95,2
4331,2731,260,707,144,95,2
4332,3315,436,266,122,285,2
13140,3363,253,350,11,149,1
4335,2847,262,626,36,185,2
4341,2847,257,624,36,183,2
4347,3536,330,574,19,256,1
4348,3537,330,585,9,265,1
4349,3537,329,585,9,265,1
4353,2735,271,480,685,562,2
4356,4111,333,33,21,94,1
4357,2736,268,480,685,561,2
4361,2784,242,564,108,47,1
4362,2720,332,535,349,360,1
4363,3317,435,268,121,285,1
4364,3317,432,261,122,285,1
4371,2551,440,52,18,173,1
4372,3123,462,125,139,383,2
4374,2574,332,217,88,454,2
4375,2574,332,217,88,454,2
4377,4166,261,545,400,606,2
18923,2928,250,266,344,356,1
4386,3050,256,656,101,180,2
4388,3664,262,294,415,546,2
4389,2829,262,603,69,165,2
4390,3000,252,520,279,113,5
4391,2346,329,646,101,113,1
4395,3221,484,510,75,44,1
4396,3221,488,506,71,44,2
4397,3221,487,506,71,44,2
4398,2573,328,335,219,734,2
4399,2572,331,346,228,742,1
4400,2572,332,346,229,742,1
4401,2573,329,346,229,742,3
4402,3222,481,506,71,44,1
4403,3222,479,510,76,39,1
4406,3375,259,339,46,168,2
4407,3375,261,340,45,169,2
4408,3375,266,341,43,169,2
4410,2573,329,335,217,728,1
4411,3251,458,623,79,258,2
4412,3375,267,340,45,169,3
4413,3223,476,506,71,44,1
4415,2505,433,148,4,4,1
4416,3552,492,363,115,218,1
4417,3223,471,506,75,44,3
4418,2641,329,759,176,128,2
4419,2641,331,753,179,132,1
4421,3552,490,356,109,213,1
4422,3223,471,508,71,44,1
4423,2641,334,759,175,129,1
4425,2109,443,476,237,386,1
4426,3223,468,506,72,44,1
4427,2687,331,120,403,502,3
4428,2686,331,129,389,493,1
4429,3488,455,290,376,422,6
4430,2686,332,120,402,502,1
4432,3376,258,340,46,168,2
4434,2684,446,208,143,115,1
4435,2547,491,64,71,212,1
4436,3076,460,323,228,497,1
4437,3544,329,589,214,266,1
4438,3539,460,607,239,313,1
4439,2548,485,57,79,221,1
4442,2547,490,57,79,221,1
4443,2878,330,420,370,527,3
4447,3044,497,106,216,376,2
4448,2548,490,64,71,212,1
4450,2346,327,648,104,121,7
4452,2481,328,629,41,279,2
4453,2752,469,574,127,353,1
4455,2752,468,578,132,345,1
4456,2982,319,530,123,69,3
17031,2877,312,419,288,516,1
3724,3685,252,373,22,124,1
3061,2853,247,539,60,33,1
4462,3641,251,386,62,96,2
4464,2867,449,547,62,52,1
4467,3288,332,231,333,530,1
4469,3671,331,103,750,765,2
4470,3671,333,103,749,766,1
4472,3288,335,232,333,530,1
11316,2999,251,386,118,23,1
4475,2982,315,530,124,68,2
799,3564,315,430,263,108,1
4477,2868,442,547,62,52,1
4479,3288,334,232,333,530,1
4480,3229,464,269,144,251,1
4481,3671,330,103,750,765,1
4482,2990,434,589,178,307,6
4483,3288,332,232,333,530,2
4487,3428,327,700,236,605,2
4488,3449,258,347,654,288,2
4489,2702,329,121,504,461,1
4490,2701,331,121,504,470,1
4492,2702,329,113,518,472,5
4495,4260,266,60,131,121,2
4496,2702,328,113,518,472,2
4497,3429,320,700,236,605,2
4498,2570,329,341,203,752,2
13980,2928,321,265,274,396,1
4502,3892,259,59,608,747,2
4505,2882,331,420,304,539,2
4506,3892,259,59,608,747,2
4507,2883,331,410,307,539,1
4508,2470,326,519,254,407,3
4514,2628,306,217,53,488,2
4515,2628,306,217,53,488,2
14928,2820,249,504,207,324,1
15958,2914,251,386,70,164,1
4518,3068,438,295,33,295,1
4520,2615,329,743,49,152,1
21226,3553,318,436,17,104,1
4522,2628,306,218,53,488,1
4523,2628,306,218,53,488,1
4524,2614,331,738,46,149,1
4526,2628,306,218,53,488,3
4527,2628,306,218,53,488,3
4529,2628,306,217,53,488,5
4530,2628,306,217,53,488,5
4531,2628,305,217,53,488,2
4532,2628,305,217,53,488,2
4534,2628,305,217,53,488,2
4535,2628,305,217,53,488,2
4536,2628,305,218,53,488,1
4537,2628,305,218,53,488,1
4540,2630,305,218,52,487,1
4541,2630,305,218,52,487,1
4542,3389,260,339,61,168,2
4543,2630,305,218,53,488,1
4544,2630,305,218,53,488,1
4547,3752,329,455,156,497,1
4549,3752,330,455,156,501,1
4556,2976,330,366,612,417,1
4557,2630,306,217,53,488,4
4558,2630,306,217,53,488,4
4560,2840,261,597,67,224,2
4561,2685,333,540,253,618,1
4562,2609,334,327,141,738,2
4563,2610,333,332,132,725,1
4566,2610,332,337,142,738,1
4567,2610,329,334,141,738,1
15222,3332,315,459,232,389,1
4574,3718,318,701,87,222,2
4575,2844,442,596,99,317,1
4577,2606,324,217,86,468,2
4578,2606,324,217,86,468,2
1508,3650,252,378,106,103,1
4582,3814,254,164,346,468,2
4583,2885,268,443,79,132,2
4589,2666,338,747,260,128,2
4590,2700,334,523,432,602,1
4595,3601,321,399,143,155,2
4596,3196,262,190,622,536,3
4597,2664,443,216,18,111,1
14751,2928,250,274,230,357,1
4602,2700,333,523,432,602,2
4605,2700,331,523,432,602,2
4606,2700,330,523,432,602,1
9843,3009,246,508,399,112,1
4610,2819,242,613,83,175,1
4613,2819,241,607,87,169,1
4615,3066,465,323,332,487,1
4617,3223,464,313,133,251,1
15132,2982,251,402,91,13,1
4624,3389,261,340,61,168,2
4625,2670,258,325,232,714,2
4626,2771,329,393,418,476,1
4627,3125,248,72,238,260,2
4629,3883,256,60,761,728,2
4633,2883,440,551,112,49,1
4635,3238,435,502,58,44,1
4636,3508,458,389,53,185,1
4637,2665,440,219,13,106,1
4638,3513,456,587,175,304,1
4639,2665,437,219,13,106,1
4642,2769,259,703,84,100,2
4643,3194,266,196,303,519,3
4644,2820,254,642,85,207,2
4649,3513,453,594,174,306,2
4654,2766,330,633,81,265,1
4658,3417,330,435,291,536,1
4659,2584,320,220,44,464,2
4660,2584,320,220,44,464,2
4661,3433,452,413,218,480,2
4663,2379,444,245,101,145,1
4664,2839,267,573,32,276,2
4665,2379,442,245,101,145,1
4666,2752,468,564,186,367,1
4668,2287,329,22,204,336,1
4669,2286,331,21,204,334,2
4670,2286,332,22,204,336,1
4671,2287,330,22,204,334,2
4675,3433,450,413,217,479,3
4680,2863,261,592,31,195,2
4688,3139,260,172,470,510,2
4692,3123,443,301,270,302,1
4693,3123,438,303,270,302,1
4694,2998,256,516,193,104,2
4697,3641,251,404,172,75,3
4699,3552,330,584,89,277,1
4706,3200,269,722,225,573,2
4711,2745,331,583,116,309,1
4712,3552,329,573,79,275,1
4715,2651,262,175,453,379,2
4716,2661,272,583,181,303,2
4717,2746,329,587,120,305,1
4719,2650,268,168,452,379,2
4720,2650,271,171,453,379,2
4721,2650,276,175,453,379,2
4722,2649,280,171,453,379,3
4723,2528,443,447,53,320,1
4724,2650,276,171,453,379,2
4725,3496,467,283,176,410,3
4727,2288,338,430,180,516,1
4734,2814,335,649,25,200,1
4735,2813,341,654,21,197,1
3850,3036,262,268,140,288,1
4738,2823,481,588,60,148,1
4740,2814,338,651,21,199,1
4742,2996,258,525,124,103,2
4743,2823,478,587,60,150,1
4748,1949,310,478,168,381,5
4749,1949,309,478,167,379,1
4750,1949,310,481,168,381,2
4752,3497,466,274,169,407,1
4755,2673,258,573,309,535,2
4760,1949,309,479,166,379,2
4761,1951,300,483,166,379,4
4762,1951,300,484,167,379,1
4763,1950,303,487,167,379,2
4764,1951,297,484,166,379,5
4766,2665,331,122,396,491,3
4767,2665,330,113,408,502,2
4769,2666,330,120,400,489,1
4770,2665,329,122,400,491,1
4771,2665,330,113,408,502,1
4772,2665,330,120,396,489,1
4773,2665,331,122,398,491,1
4774,2665,330,122,396,491,1
4775,2979,318,11,37,234,2
4776,2782,321,638,279,261,3
4778,3427,264,328,545,512,2
4779,3776,259,457,383,442,2
4787,2666,329,122,400,491,2
4791,2825,261,609,160,187,3
4792,2678,446,207,8,104,1
4793,2597,326,215,70,497,2
4794,2597,326,215,70,497,2
4795,2873,322,644,1,168,3
4796,3427,262,329,545,512,3
4797,2526,329,683,85,224,1
4798,3226,439,490,167,37,1
4803,2399,491,190,83,67,1
4804,2956,495,594,86,270,1
4805,2399,489,182,91,75,1
4806,2399,487,190,82,72,1
4811,2826,262,638,178,214,2
4812,3684,493,681,38,289,1
3935,3352,269,240,126,516,1
4814,2141,445,476,199,393,1
4815,2141,444,484,188,381,1
4817,3551,327,581,21,273,2
4818,3623,331,300,240,576,2
4820,3227,440,495,171,34,1
4821,3095,459,323,354,492,2
4824,2928,260,275,150,380,2
4825,3161,269,178,184,525,2
4827,2562,443,456,254,334,1
4828,3161,270,186,173,516,2
4830,3161,269,178,184,525,2
4831,4246,331,145,53,202,1
4834,3161,266,178,184,526,3
4835,3866,260,71,749,764,2
4837,3402,333,441,378,541,2
4838,2684,329,755,115,97,2
4839,2928,257,275,150,380,2
4840,2928,257,275,150,380,2
4846,3419,262,344,35,141,2
4848,3862,467,553,309,453,1
4849,3419,264,345,36,141,2
4851,2820,264,366,590,760,5
4853,2842,260,590,36,242,2
4855,3419,261,344,36,141,2
4858,2616,333,689,15,163,2
4860,3249,459,251,128,241,1
4861,2616,331,689,15,163,1
4862,2723,337,506,497,585,1
4863,3349,458,662,217,250,1
4864,2657,449,213,40,117,1
4865,2684,329,750,118,97,1
4866,2532,332,217,70,461,1
4867,2532,332,217,70,461,1
4869,2780,332,431,165,497,1
4870,2779,336,428,165,497,3
7518,2928,322,271,170,423,1
4873,3866,260,62,743,759,2
4876,2780,331,428,165,497,1
4881,2832,254,623,14,220,2
4884,2831,259,623,14,220,2
4885,3201,481,506,222,64,2
4887,2674,271,568,345,554,2
4890,3201,480,509,226,60,1
4891,3200,484,504,220,65,2
4892,2720,449,209,183,81,1
4893,3545,462,596,136,309,1
4895,2930,320,268,103,396,2
4896,2970,322,530,266,64,2
4899,3200,487,506,222,65,1
4900,2968,329,522,266,64,1
4902,3541,491,365,30,224,1
4903,2969,329,521,261,66,1
4904,3713,260,101,516,740,2
4905,3711,265,101,517,740,2
4907,2858,335,643,54,229,3
4908,2857,339,643,54,228,2
4910,3541,489,365,27,224,1
4911,3542,488,362,26,224,1
4914,3542,486,358,33,218,1
4915,2831,255,623,15,220,2
4916,3202,477,504,222,65,1
4917,2858,337,643,54,228,1
4918,3851,467,551,250,458,1
4919,3713,261,101,517,737,2
4920,2340,330,27,57,327,2
4922,2341,326,27,58,327,2
4923,3343,333,351,185,185,2
4924,3553,329,580,123,256,1
4925,2675,267,568,346,553,2
4926,3553,330,570,114,245,1
4927,3552,334,580,123,255,2
4928,3553,334,570,114,245,1
4929,3553,333,566,111,246,1
4930,3553,333,570,114,245,1
4931,2812,265,392,294,422,3
4932,2831,266,572,141,225,2
4933,3343,332,353,182,182,1
4937,3602,331,303,453,569,2
4938,3553,325,581,123,255,2
4939,2314,339,439,325,522,1
4940,2314,340,438,325,522,2
4941,2314,339,438,325,522,1
15338,3402,255,340,94,138,1
4943,2873,257,630,164,161,2
4944,2872,261,640,156,171,2
4946,2873,255,640,156,171,3
4951,4281,269,78,50,141,2
4956,2851,442,588,44,309,2
5983,2842,248,511,66,288,1
4958,2933,251,394,86,142,2
4961,3016,469,559,139,319,1
4962,2314,336,438,325,522,1
4963,2990,254,384,48,19,2
4964,3016,465,564,137,319,1
4968,2783,334,390,265,465,1
4970,2990,256,385,49,18,3
4973,2659,262,168,155,370,2
4974,3060,264,659,5,198,2
4976,2667,315,915,179,110,2
4979,3241,434,506,139,62,3
4980,2611,329,575,357,562,1
4982,3436,267,332,467,510,2
4983,2611,331,575,353,557,1
4984,3316,327,357,5,183,2
4986,3519,458,391,6,195,3
4988,3520,457,384,2,193,1
4990,3520,454,391,9,195,1
4992,2936,263,630,196,139,2
4993,3242,429,506,139,62,1
4994,3520,450,391,9,195,2
4998,4030,330,138,367,559,1
4999,4030,331,134,366,554,1
5000,3520,449,385,2,189,1
5002,2767,267,473,534,555,3
18292,3199,321,290,77,180,1
5007,2936,259,630,196,139,2
5013,3827,259,170,306,445,2
5016,3080,329,190,359,567,2
5018,3080,331,192,362,579,1
5019,3080,331,183,366,579,1
5020,3080,329,183,366,579,3
5021,3080,329,191,358,567,1
5023,3080,327,183,366,579,2
5028,2618,329,716,19,148,1
5030,3295,329,231,345,526,1
5031,3295,330,231,345,526,1
5035,2839,264,621,64,216,2
5039,2831,332,640,4,240,1
5040,2830,336,639,4,240,3
5042,2562,330,349,177,737,2
5048,2831,333,639,6,240,3
5051,3295,329,231,345,526,1
5056,2928,260,264,147,358,2
5057,2605,329,154,63,417,2
5060,2770,319,636,16,230,2
5061,2740,329,541,74,382,2
5064,2752,471,569,205,363,1
14936,2820,249,504,211,318,1
5068,2752,469,569,199,371,1
19126,3006,248,519,29,107,1
9096,2866,246,524,57,78,1
5073,4089,321,546,528,657,5
16343,2928,250,286,218,391,1
5075,2892,443,583,4,304,1
5076,3245,464,287,167,232,1
5077,2900,438,556,218,79,1
5079,3247,461,287,169,232,1
5080,2901,433,551,214,83,4
5081,3247,459,285,164,242,1
5082,2901,433,554,218,80,1
5083,3753,319,165,195,502,2
5084,3753,319,165,195,502,2
5085,3247,455,284,160,242,1
5089,2786,240,608,251,0,1
5092,3439,453,417,272,479,2
5093,3439,452,417,273,479,2
5094,3375,269,350,82,141,3
5095,3439,451,406,263,468,1
5098,3080,331,189,369,580,1
5101,3907,470,422,418,584,1
5102,3080,329,191,357,568,1
5103,2671,257,565,131,255,2
5104,3678,496,673,148,278,2
5105,3907,466,422,418,584,2
5106,2945,492,12,54,99,1
5107,3678,493,673,148,278,1
5108,3680,492,673,148,278,1
5109,2946,486,162,54,99,3
5110,3680,491,680,159,287,1
5113,3080,327,182,366,579,4
5115,2597,331,217,82,502,1
5116,2597,331,217,82,502,1
5119,4301,262,85,7,146,2
5121,3057,330,632,169,179,1
5123,3057,331,629,169,179,1
5124,3010,461,569,110,300,1
5126,3058,322,634,169,178,3
5134,3626,334,298,246,576,3
5138,2966,332,388,176,269,1
5139,2603,335,212,24,433,1
5140,2603,335,212,24,433,1
5141,2799,330,398,248,451,1
5144,2659,262,579,294,525,2
5146,3723,260,102,739,741,4
5147,3569,437,353,296,230,1
5148,2597,321,171,163,441,2
5149,3052,325,173,309,568,2
5150,3784,426,655,69,321,1
5153,3569,431,355,296,230,1
5155,3512,257,430,749,513,5
5157,3010,464,569,70,319,1
5158,3784,459,654,69,320,1
5159,3570,430,353,296,230,1
5161,2597,317,173,163,441,4
5165,3353,271,244,268,498,2
5168,3352,279,244,268,498,2
5169,3352,284,243,268,498,1
5170,3352,281,244,268,498,4
5171,3352,278,244,268,498,1
5172,3352,275,244,266,498,2
5173,3352,272,244,266,498,2
5174,3353,269,244,266,498,4
5179,3353,266,244,265,498,2
5183,4314,273,112,34,170,2
10626,2989,272,269,321,298,1
5187,2296,331,363,766,806,2
5188,3248,327,368,132,284,2
5189,3004,331,542,200,425,1
5190,2297,330,357,761,806,1
5192,3004,334,546,201,425,1
5194,3004,336,546,204,425,2
5195,3004,333,548,201,424,2
5202,3488,264,430,617,513,2
5203,3488,268,431,620,508,2
5207,3275,264,314,102,125,2
5211,2775,331,645,12,240,2
5212,2774,335,644,12,240,3
5213,2774,337,645,12,240,2
5214,3275,264,313,102,125,2
5215,2773,341,641,15,237,2
5216,2774,339,644,12,240,2
5217,2774,338,644,11,240,1
5218,2774,335,644,11,240,2
10868,3010,272,271,247,291,1
5221,2775,334,640,15,237,1
5222,3006,259,522,197,113,2
5223,2775,331,644,12,240,1
5226,2752,478,610,193,307,1
5228,2775,329,640,16,236,1
5231,2843,330,648,213,191,1
5232,3056,331,180,630,526,1
5233,2738,334,501,360,582,1
5236,2770,315,628,120,191,2
5237,3861,260,60,816,740,3
5241,3057,324,173,643,537,3
5242,2781,326,527,164,278,2
5243,2611,334,481,371,387,1
5248,2608,298,212,24,433,2
5249,2608,298,212,24,433,2
5250,3057,325,172,643,539,6
5251,3475,457,279,315,398,2
5252,2836,434,583,89,302,1
5254,3375,490,646,82,249,2
16056,3196,317,491,521,351,1
5256,2633,268,583,375,304,2
5257,2633,272,583,375,304,2
5262,2972,454,136,80,109,1
5265,2889,273,632,45,184,2
5266,2889,277,633,45,184,3
5268,2889,274,633,43,184,2
5269,3835,260,170,268,428,2
5271,3045,335,189,365,556,1
5272,3044,335,186,360,556,1
5273,3045,336,186,365,557,1
5274,3045,333,178,376,567,2
5277,2476,439,153,225,2,1
14674,2930,322,281,332,425,1
5279,2480,441,439,21,292,1
5281,3369,262,353,57,141,2
5284,3368,265,353,58,141,2
5286,2865,257,515,253,239,2
5289,3410,456,423,187,458,2
5292,2955,259,716,346,134,2
5294,3369,262,353,58,141,2
5296,2956,257,717,346,134,2
5297,3369,260,353,58,141,2
5299,2623,321,218,104,429,2
5300,2623,321,218,104,429,2
5301,2641,476,254,137,186,1
5303,2956,258,722,346,134,2
5308,3371,475,631,40,272,1
5309,2641,476,250,130,192,1
5312,2595,443,58,44,205,1
5313,2838,259,387,239,416,2
5314,3097,461,332,59,181,2
5315,3097,460,333,60,181,1
5316,4262,330,133,19,195,1
5317,3207,481,530,174,101,1
5318,3847,470,557,147,446,1
5319,2163,231,481,37,235,1
5320,2163,235,482,33,239,5
5321,2163,233,482,34,239,1
5322,2164,230,481,37,234,1
5323,2641,476,251,129,192,1
5324,3362,330,443,330,544,1
5325,2859,235,539,10,47,2
5331,2996,262,269,247,303,4
5333,2725,333,533,130,398,1
5334,2626,323,733,44,142,2
5335,2860,235,544,3,43,1
5336,3510,480,368,64,201,1
5337,3371,476,631,39,273,1
5341,2823,318,802,0,177,3
5342,2891,330,419,389,529,1
5347,2828,248,609,2,155,2
12639,2845,251,428,277,439,1
5355,2891,329,410,396,536,1
5357,3854,259,571,381,548,2
5358,2596,440,58,41,199,1
5359,3170,470,116,186,382,1
5362,4155,330,25,41,87,1
5363,2791,324,390,263,481,2
5364,2596,438,58,41,199,1
5365,2680,335,750,16,123,2
5367,3083,261,170,281,492,5
5368,2788,325,629,97,253,2
7695,2813,250,355,433,778,1
5373,3275,454,613,87,282,1
5374,3231,460,288,86,240,1
5375,2868,435,552,29,69,1
5376,2853,330,646,5,206,2
5378,4131,262,540,186,576,2
5379,4131,262,542,186,576,4
5383,3670,487,673,64,281,1
5385,2937,487,168,130,89,2
5386,2649,269,572,289,522,2
5388,3670,485,680,53,291,1
5389,2937,485,166,130,89,1
5396,2770,322,645,193,241,2
5406,2613,335,219,36,433,1
5407,2613,335,219,36,433,1
5411,3135,329,370,102,118,1
5412,3135,332,369,103,118,1
5413,3135,330,359,91,108,1
12907,2843,248,527,109,91,1
5423,3126,257,176,363,511,4
5424,3126,256,176,363,511,3
5426,3369,260,351,117,149,2
5428,2818,276,287,169,501,2
5429,2818,275,294,168,501,2
5431,2819,270,286,179,512,4
5432,2820,262,286,178,512,4
5433,2820,257,294,166,501,3
5434,2820,263,286,177,512,5
18187,3687,262,297,501,546,1
2710,2587,254,367,565,777,1
5439,2827,202,286,174,512,7
5440,3400,329,325,103,317,1
5441,2826,202,294,163,501,1
5442,2826,207,286,178,512,2
5443,2826,206,285,177,512,2
5444,2826,208,286,178,512,4
5445,2826,209,293,171,512,1
5446,2826,208,286,178,512,5
11553,2913,252,388,77,175,1
1849,3010,254,369,117,221,1
5454,2781,332,428,233,490,1
5455,2932,266,416,331,462,2
5459,2782,331,425,229,492,2
5460,2928,259,279,220,380,2
5466,2806,338,651,160,196,1
5472,3029,329,178,401,555,1
5475,3029,332,171,415,563,1
5476,3575,331,486,313,498,3
5477,2589,331,220,18,432,1
5478,2589,331,220,18,432,1
5479,2844,253,550,240,194,2
5483,2832,273,628,36,220,2
5486,3820,262,165,268,447,2
5493,2833,264,628,38,220,2
5495,2771,332,583,85,325,1
5496,3678,267,300,258,516,2
5498,2691,261,181,163,438,2
5500,3543,331,585,126,250,1
5501,3543,330,574,135,244,1
5503,2842,271,601,24,204,2
5508,2842,271,602,24,204,2
5509,2513,448,146,62,1,1
5510,2514,444,148,62,1,1
5516,2600,329,346,318,720,1
5517,2600,330,335,307,708,1
5518,3743,261,103,829,738,2
5519,3743,264,103,829,738,2
5520,3741,267,103,829,738,3
5521,3741,271,104,829,738,3
5522,3741,273,103,829,738,2
5526,4146,257,136,619,523,2
1428,3666,271,305,303,516,1
5534,3257,325,229,141,514,2
5541,2943,325,395,15,81,2
5543,3754,462,648,135,303,1
5545,3754,461,649,135,303,1
5546,2994,261,278,148,282,2
5547,2834,265,630,262,207,2
5548,2842,268,603,24,202,3
5552,2579,326,213,78,447,2
5553,2579,326,213,78,447,2
5554,3029,328,178,403,551,3
5559,2771,331,583,85,326,1
5560,3300,435,499,113,49,1
5562,3558,458,401,0,182,1
5564,2863,436,539,5,71,3
5567,2111,448,493,182,411,1
5568,3197,459,307,80,232,2
5571,3447,257,700,379,588,2
5572,3000,251,523,420,128,2
5574,3502,459,286,197,416,3
5575,3000,251,523,420,128,4
5576,2621,460,223,146,117,1
5577,2621,458,222,147,117,1
5578,3443,453,421,353,473,2
5580,3601,262,568,202,257,2
5583,3443,451,413,350,474,2
5588,3444,448,421,353,473,2
5594,3158,469,127,162,394,1
5595,2971,491,588,46,282,1
5596,2418,485,203,243,116,6
5597,2972,490,598,39,289,1
5600,2612,331,220,6,442,1
5601,2612,331,220,6,442,1
5602,2834,263,631,259,211,4
5603,2788,326,620,3,231,2
5604,2778,323,484,207,149,2
5605,3722,260,295,226,540,3
5606,3722,262,295,227,540,3
5608,2793,303,554,11,96,1
5609,2990,256,515,31,102,2
5610,2990,255,515,31,102,2
5613,3768,326,166,182,491,2
5614,2525,331,679,370,221,1
5615,2524,332,682,370,221,1
5616,2776,267,497,357,577,2
5617,2525,333,682,370,221,1
2486,2838,324,313,451,576,1
5626,3383,265,346,308,160,2
5629,2663,310,730,139,92,2
5630,2533,330,604,239,525,1
5632,3558,259,582,109,238,2
5634,2757,327,397,282,492,2
5638,3384,259,346,308,159,2
5641,2659,495,203,29,96,1
5642,2659,491,201,23,102,2
5644,3671,266,300,292,521,2
5648,2407,450,215,9,86,1
5650,3751,265,102,507,744,2
5651,3671,268,303,292,522,2
5653,3247,439,490,145,40,2
5654,3872,470,554,446,460,1
5659,2604,329,219,66,491,2
5660,2604,329,219,66,491,2
2596,2814,251,441,9,95,1
5662,2412,486,199,6,90,2
5663,2683,264,333,270,704,2
5664,3616,461,340,33,224,1
5669,2810,262,361,576,768,2
5673,3381,264,343,97,145,2
5674,3381,262,343,97,145,2
5678,2891,261,628,38,167,2
5683,3615,329,300,392,556,1
5685,3381,259,343,97,145,2
5686,2861,258,574,190,215,2
5689,2413,482,192,2,99,1
5690,4106,249,137,157,522,2
5691,3294,331,234,199,533,1
5692,3293,331,234,199,533,1
5693,2809,261,526,502,359,3
5694,3221,466,299,88,252,1
5697,3221,465,299,89,252,1
5698,3294,330,234,198,533,2
5700,3816,262,64,631,748,2
5702,3294,329,234,198,533,1
5703,2873,273,637,231,180,3
5707,2872,274,637,231,180,2
5708,3359,449,516,318,565,1
5709,2837,259,499,437,321,2
5713,2661,331,134,292,511,1
5714,2849,263,594,242,206,5
5716,2661,333,125,304,523,1
5717,2661,333,134,293,512,1
5718,2873,271,635,231,180,2
5720,2393,453,230,121,118,1
5722,3560,330,584,174,244,1
5723,2849,260,600,242,206,2
5724,2792,330,637,36,228,1
5726,2838,256,499,438,321,2
5727,2659,489,201,23,100,2
5728,3415,492,643,174,259,1
5730,2660,487,202,23,100,1
5731,2660,484,203,29,96,1
5733,2619,307,223,215,454,2
5734,2619,307,223,215,454,2
5735,2867,474,587,1,173,1
5736,2725,333,533,77,379,2
5738,3010,259,372,213,205,2
5739,3709,260,99,342,733,2
5740,3709,263,100,342,733,3
5741,4168,268,541,403,601,2
5742,2725,330,533,76,379,1
5745,3359,446,518,312,568,1
5747,2665,333,743,145,135,2
5749,2665,334,736,141,138,1
5750,2834,240,549,9,71,1
5751,2834,241,549,8,71,1
5754,2846,257,549,156,191,2
5755,2846,262,553,152,192,3
5756,3486,268,329,588,529,2
5758,3486,269,329,590,529,2
5760,3738,322,166,193,484,2
5768,2930,254,271,350,353,2
5774,2836,238,551,9,71,3
5775,2964,453,162,80,113,1
5776,2844,261,598,223,224,2
5780,3277,265,461,351,494,3
5784,3384,265,349,2,129,2
5786,3253,466,617,226,277,1
5787,2661,330,125,307,524,29
5788,3385,263,347,2,129,4
5789,2583,439,53,87,201,1
5800,3394,326,692,410,636,2
5808,3044,321,632,374,179,2
5811,3043,329,631,374,180,1
5812,3043,330,631,374,180,2
5813,3043,331,632,374,180,1
5814,3043,332,625,368,185,1
5815,2634,265,589,260,510,2
5820,3363,332,330,282,317,1
5822,3363,333,330,282,317,1
5826,3363,328,339,290,325,3
5828,3749,495,432,180,553,1
5829,2585,335,221,0,483,1
5830,2585,335,221,0,483,1
5832,3750,494,432,180,553,1
5837,2635,265,589,261,510,2
5838,4150,330,33,57,94,1
5839,2954,461,618,33,256,1
5843,2791,267,485,521,566,2
5844,3265,332,231,313,537,2
5846,3469,263,430,569,498,2
5847,3469,266,430,571,498,2
5852,2954,457,626,36,256,1
5853,3836,257,61,431,755,2
