ID,length,height,bodyAngle,wheelAngle,headAngle,time
11799,3255,433,516,122,56,1
11802,3092,468,313,455,505,1
11803,3532,457,378,23,217,2
11807,2627,261,345,256,694,2
11808,2736,336,530,100,353,1
11811,3044,278,585,123,170,1
11812,3044,281,579,117,177,2
11813,3019,321,545,146,386,2
11814,2876,437,582,329,308,4
11816,3133,493,300,261,209,1
11817,2846,487,547,46,68,3
11818,3133,491,300,261,209,1
11819,2628,441,197,69,87,1
11820,2628,441,200,69,87,1
11821,3803,260,103,569,707,2
11822,2629,438,197,69,87,1
11824,3133,264,176,358,517,21
11825,2812,335,646,42,238,1
11827,3133,262,186,344,502,2
11828,3133,260,177,355,515,9
11829,3105,260,184,364,515,13
11830,3105,260,184,364,515,3
11831,3037,259,193,375,515,5
11832,2708,273,298,571,515,2
11833,2989,252,390,5,24,2
11834,2990,249,390,5,24,2
11835,3044,278,585,124,169,1
11839,2822,266,525,178,304,2
11845,2822,329,652,43,167,1
11846,2822,331,651,46,171,1
11847,3002,250,521,237,110,2
11850,2822,332,658,47,171,1
11851,3130,260,182,475,524,2
11852,2796,332,404,420,452,1
11853,2810,257,515,194,368,2
11855,2930,260,285,181,391,2
11856,2796,333,404,421,452,1
11858,3618,323,307,298,563,2
11859,2822,327,657,47,171,2
2081,2863,247,602,81,176,1
11861,2616,304,217,44,441,1
11862,2616,304,217,44,441,1
11864,2851,265,602,72,199,2
11865,3627,462,344,64,222,1
9288,2927,258,438,152,50,1
11870,2791,309,570,16,105,1
11871,3389,447,524,340,559,1
11872,3414,330,434,170,546,1
11873,2822,242,610,122,153,1
11875,3764,461,656,137,321,1
11876,2765,324,649,181,236,2
11877,2797,264,537,178,279,2
11879,3391,445,526,332,556,1
11885,3030,463,528,14,299,1
11886,3675,331,97,696,773,1
11892,3050,267,539,227,360,2
11894,3050,267,539,227,360,2
11898,4310,329,686,13,152,1
11899,3675,331,99,696,775,1
11901,3622,331,307,191,565,1
11903,2516,446,445,183,301,1
11906,2657,494,208,111,92,1
11912,2881,276,633,82,194,2
11914,3213,463,292,26,236,1
11917,2603,325,215,7,406,8
11918,2603,325,215,7,406,8
11919,3062,437,532,88,357,1
11920,2820,263,564,164,254,3
11923,2672,333,726,175,133,1
11932,2601,447,54,214,177,1
11933,2686,270,176,205,384,2
11937,2826,264,571,56,238,2
11939,3155,467,123,192,376,1
11945,4266,329,682,60,160,1
11954,2236,326,705,406,474,2
11955,2972,258,396,210,11,2
11957,2787,316,621,173,197,3
11960,2672,270,326,271,723,2
11963,3427,329,430,399,560,1
11964,2556,487,54,181,188,2
11966,3227,322,114,666,777,2
11968,3057,330,180,316,553,1
11970,3057,331,182,319,556,1
11971,3057,329,174,327,560,1
11972,3057,331,182,319,548,1
11973,3057,329,180,316,548,1
11974,3057,330,182,319,548,1
11977,2501,437,146,10,6,4
11978,2501,438,156,20,5,1
11980,3237,463,625,6,276,1
11982,2845,262,608,41,176,2
11983,2814,439,568,49,279,1
11984,3734,330,457,166,501,1
11985,2795,329,388,269,479,1
11986,3426,458,422,256,463,3
11987,2855,489,545,40,61,1
11988,3137,491,290,64,216,2
11992,3427,456,423,256,463,2
11993,3798,455,648,86,321,7
11994,3734,332,460,169,503,1
11995,3747,256,103,687,740,2
20802,2838,251,548,56,175,1
11998,2643,323,712,2,152,3
12002,2763,272,442,493,589,2
12005,2539,331,586,300,548,1
12007,3525,249,668,27,155,2
12013,2847,243,539,27,74,1
12015,2827,260,574,219,224,2
12017,2611,328,224,1,474,4
12018,2611,328,224,1,474,4
12019,3767,261,104,513,725,2
12021,3485,262,694,574,595,5
12024,2650,332,733,7,138,1
12032,3006,262,531,14,129,3
12036,2846,255,628,117,220,3
12039,3006,253,532,17,125,2
12040,2826,241,538,154,64,1
12041,3020,318,519,215,78,2
12043,3709,258,104,533,718,2
12046,3340,262,236,621,477,2
12055,3053,329,183,415,526,1
12057,3053,328,183,415,526,2
12060,3053,327,183,415,526,5
12061,3053,328,174,428,537,2
12065,3053,328,174,428,537,2
12066,3053,325,183,415,526,2
12067,3053,325,178,428,537,5
12070,3051,325,174,429,537,2
12074,3051,327,184,420,525,2
12077,4097,326,544,406,654,2
12078,4097,325,546,406,654,4
12081,2890,252,774,163,180,2
12084,3051,325,183,417,526,3
12091,2790,259,522,241,347,4
12093,2881,254,641,52,166,2
12094,2930,321,281,256,423,2
12095,2762,332,526,206,366,1
12098,3764,325,56,320,792,2
12099,3808,259,166,196,427,2
12100,3808,259,166,196,427,2
12102,3118,468,307,412,519,1
12106,3119,464,308,412,519,1
12110,3450,264,696,405,594,2
12111,2777,327,612,149,244,2
12115,2898,480,190,23,166,1
10693,2742,326,535,140,371,1
12117,3602,478,682,3,286,1
12119,2898,477,185,13,175,1
12120,3602,478,679,10,277,1
12121,2988,333,537,25,403,2
12122,3040,463,524,204,311,1
14195,3031,310,584,89,267,1
12126,2563,446,57,27,199,1
12127,3145,467,113,264,377,1
12129,2564,443,57,27,199,1
12130,3145,464,112,264,369,1
12132,2848,455,552,57,51,1
12134,3137,468,304,13,215,1
20682,2995,250,511,60,104,1
12138,2792,326,624,39,245,3
12139,3137,468,294,5,213,1
14594,2859,248,543,284,175,1
12141,2129,449,477,149,382,1
12142,2803,267,441,370,592,2
12145,3075,466,321,204,486,1
12154,4118,255,140,338,513,2
12159,2837,238,540,195,53,2
12160,3266,331,234,141,530,2
12161,3265,333,234,141,530,1
12163,3035,249,661,101,181,2
12164,2409,451,236,4,107,1
12166,3577,435,360,35,216,1
12167,2967,254,385,36,36,3
12170,2630,320,217,24,427,2
12171,2630,320,217,24,427,2
12172,3266,330,234,140,530,2
10865,3615,254,553,79,235,1
12174,3497,261,616,281,168,2
12176,2613,322,737,26,128,2
21548,3018,250,516,211,125,1
12181,2947,330,544,48,370,1
12183,3659,320,97,568,769,2
12184,3369,248,468,326,349,2
12185,2712,337,542,192,349,4
12186,2411,451,226,2,89,1
12194,3266,329,234,141,530,1
12199,3548,322,584,46,229,2
12202,2679,329,127,385,485,1
12203,2679,327,118,396,497,2
12204,2679,326,118,397,497,2
12209,3683,260,300,480,532,3
12210,2712,336,542,192,348,1
12211,2635,464,203,250,70,1
12212,3389,471,643,180,269,1
12214,3004,250,517,287,111,3
12218,2494,441,453,66,318,1
12219,3767,262,104,781,719,2
12220,3436,451,417,350,477,3
12222,3767,266,104,783,719,2
12224,2496,437,448,62,318,1
12230,2253,442,192,92,108,2
12231,3610,261,578,137,177,2
12235,3060,461,536,153,280,1
12236,3369,260,233,108,474,2
12238,3691,261,300,246,522,2
12239,3369,261,233,108,472,2
12241,2836,241,546,70,53,1
12244,2816,264,623,112,227,2
12246,2816,263,623,112,227,2
12251,2336,332,363,772,544,1
12253,2802,326,570,82,349,2
12255,2337,331,374,767,554,1
12256,2395,451,237,88,110,1
12260,3208,486,514,101,59,1
12261,2960,321,396,10,204,7
12262,3209,480,512,97,64,1
12263,2997,482,574,111,269,1
12264,3479,460,270,160,403,1
12265,2781,325,584,135,277,3
12267,2752,459,631,308,292,1
12269,3209,481,510,96,64,1
12271,3209,479,510,96,64,1
12274,2855,255,597,38,202,2
12276,2997,483,583,104,277,1
12277,2685,329,127,316,485,1
12278,3497,465,597,115,313,1
12281,2507,473,248,47,180,1
12282,2997,479,584,104,277,2
12283,3499,463,597,115,313,1
12284,3774,460,663,169,320,1
12285,2967,444,159,127,90,1
12286,2820,331,643,127,252,2
12287,2820,333,638,126,252,1
12288,3381,259,355,40,137,2
12291,3935,463,421,359,549,1
12292,3935,461,421,359,549,2
12293,3935,461,422,359,550,1
12294,2814,257,628,57,219,2
12296,3935,458,421,359,550,2
12297,3935,457,422,359,550,2
12298,3382,257,355,40,137,2
12301,2995,331,541,101,388,1
12302,2994,333,541,101,384,1
12303,2994,337,546,106,390,1
12304,2994,339,546,106,390,1
12305,2994,339,546,106,389,1
12306,2994,336,546,106,389,1
12307,2994,335,541,101,387,1
12308,2995,333,541,101,388,1
12314,2982,325,389,129,236,2
12315,4343,267,675,10,122,2
12320,2793,273,530,89,290,2
12329,2191,448,203,1,126,1
12331,2962,254,507,160,81,2
5857,2795,319,545,86,181,1
12333,2962,254,506,160,81,2
12337,2822,262,602,45,199,2
12339,2881,269,634,20,201,2
12343,2878,252,784,81,160,2
12353,2811,276,579,154,224,2
12354,2811,279,581,154,225,1
12355,2811,278,578,154,223,2
12356,2811,278,579,154,223,1
12359,3730,332,465,482,512,1
12360,3730,335,465,482,511,1
12361,3730,337,466,482,511,1
12362,3730,339,466,482,511,1
12363,3730,340,465,482,512,1
12364,3730,336,465,482,511,3
12365,3730,335,466,482,511,2
12366,3300,322,359,90,193,2
12367,3730,334,465,482,511,1
12368,3731,330,465,482,511,2
12369,3731,329,465,483,511,1
12370,3599,465,336,74,245,1
12371,3238,435,501,131,48,4
12374,2191,441,197,7,120,2
12377,2513,438,137,22,1,1
12378,2769,318,656,90,230,2
12379,3256,436,491,240,31,1
12380,3508,456,399,305,178,3
12381,3509,456,394,299,172,1
12385,3509,452,401,305,178,1
12386,3257,429,491,241,31,1
12387,3510,450,394,299,172,1
12388,2820,261,608,164,180,5
12392,2796,314,553,89,123,2
12398,4223,256,548,592,595,3
12399,2688,325,114,541,501,2
12403,2820,260,605,164,180,2
12404,2820,256,606,164,180,2
12405,2786,330,385,288,494,1
12408,3398,259,346,126,174,2
12409,3397,265,347,125,174,2
12410,3398,262,346,126,174,3
12413,4050,258,135,328,504,2
12414,2593,316,229,6,417,2
12415,2593,316,229,6,417,2
21172,3002,250,519,198,106,1
12420,3738,454,657,215,313,1
1197,2869,255,566,68,237,1
12422,2860,258,421,265,442,2
12424,3738,451,657,221,323,1
12426,2836,265,381,326,462,2
12428,3398,259,345,126,175,2
12429,3738,449,656,212,313,1
12430,2687,329,113,113,499,4
12433,2688,324,123,105,487,3
12436,3511,251,664,16,176,2
18259,3000,250,520,274,125,1
16055,2842,245,602,43,177,1
12446,2789,306,299,46,499,1
12447,2834,261,600,73,208,2
12453,2794,268,289,53,500,7
12454,3524,464,265,173,416,1
12455,2792,283,289,52,499,5
12456,3524,461,265,174,416,2
12459,3064,326,177,303,551,2
12460,3064,326,177,300,553,5
12461,3065,324,184,297,553,2
12467,2662,493,201,131,84,3
12468,2532,320,223,7,443,2
12469,2532,320,223,7,443,2
12470,2835,260,532,75,212,4
12473,2995,262,515,135,105,2
12477,3419,490,646,152,259,2
12478,3599,331,307,226,545,2
12483,3312,329,359,5,178,1
12484,3311,331,359,5,178,1
20803,2838,253,548,56,175,1
12491,3312,330,357,2,181,2
12493,3312,327,357,2,181,2
12494,3599,330,306,226,545,1
12496,2820,250,559,56,155,2
12500,2581,327,163,367,446,2
12501,2598,439,52,127,166,1
12502,2581,306,213,47,483,2
12503,2581,306,213,47,483,2
12504,3178,466,115,189,369,1
12506,2599,434,51,131,175,1
12508,2774,334,623,149,229,2
9596,2795,272,531,371,295,1
12510,2889,278,628,94,207,4
7840,3812,263,455,134,481,1
12512,2775,332,621,149,229,3
12514,3818,254,166,368,435,2
12515,2681,332,129,282,504,1
12516,2681,331,132,285,504,3
12517,2681,332,122,293,516,2
12518,3180,457,124,198,378,1
12519,2681,331,132,281,505,1
12521,3601,259,561,37,209,2
12522,4290,335,689,113,158,1
12523,2692,340,438,419,613,1
12524,2257,444,186,16,105,5
12526,2681,330,122,293,516,1
12527,2259,440,186,17,105,1
12529,3735,263,97,602,728,3
12532,2831,264,523,58,217,3
12534,2692,339,438,419,613,1
12539,2817,325,647,134,204,4
12543,4290,334,691,118,164,1
12545,3652,473,681,95,298,1
12546,2681,331,122,293,516,1
12549,2699,329,353,189,266,2
12550,3263,464,610,42,284,2
12551,2492,444,161,253,31,1
12553,2699,329,353,189,266,1
12554,2953,479,198,100,157,1
12555,2996,256,660,93,141,2
12558,2493,442,166,262,26,1
12559,2551,449,40,211,162,1
12560,2551,444,34,214,162,3
12561,2494,440,165,258,31,1
12562,3263,466,618,47,289,1
12566,2752,489,608,210,313,1
12567,2365,492,237,117,132,1
12569,2674,264,179,157,410,4
12570,2674,267,179,157,410,6
12574,2785,319,568,41,282,4
12577,2522,313,615,16,265,2
12578,2950,265,623,179,132,2
12579,2608,331,215,131,434,1
12580,2608,331,215,131,434,1
12581,2608,332,215,130,435,2
12582,2608,332,215,130,435,2
12586,2552,442,34,215,162,1
12588,2133,449,478,220,388,1
17710,3483,265,430,483,497,1
12598,2756,253,702,17,92,5
12599,2756,254,702,17,92,2
12601,2755,260,702,17,92,2
12611,3764,460,652,104,291,2
12613,2428,443,194,128,84,1
12614,3217,457,272,74,229,1
12615,2882,432,547,73,45,1
12617,2882,430,550,75,41,1
12618,3217,453,283,64,241,3
12622,3402,260,344,69,147,3
12625,2251,438,177,92,77,1
12627,3387,329,696,463,635,2
12631,2595,331,215,13,428,2
12632,2595,331,215,13,428,2
12633,3385,250,456,248,348,2
12636,2816,263,514,277,301,2
16915,2789,269,531,19,277,1
12643,4177,325,766,11,65,2
12646,3162,323,783,67,160,2
12647,2980,330,390,117,244,1
12649,2957,331,549,80,384,2
12650,2957,331,543,75,376,1
12651,3803,258,166,544,421,4
12652,3803,258,166,544,421,4
12656,2958,329,543,75,378,1
12659,2873,267,626,34,179,2
12660,3385,252,453,241,337,2
12661,2941,492,162,6,122,2
12667,4000,266,220,427,537,2
12669,3803,256,166,544,422,2
12670,3803,256,166,544,422,2
12671,2639,310,736,303,77,2
12673,3417,329,700,356,616,1
2247,3019,250,522,246,125,1
16978,3003,323,545,2,394,1
12678,2595,329,163,183,417,2
12679,2595,331,160,182,417,4
12680,3803,256,166,544,421,2
12681,3803,256,166,544,421,2
12682,2594,333,163,184,417,3
12683,2594,331,160,182,417,3
12684,3436,264,437,343,510,2
12685,2595,329,162,183,418,1
12688,3402,260,341,67,146,2
12691,3350,262,231,241,465,2
12693,2639,306,728,297,71,1
16918,2789,272,531,18,284,1
12699,2998,255,521,252,107,2
12700,3237,433,503,38,39,1
12703,2771,328,638,137,255,2
12708,2769,334,615,105,222,1
12709,2771,326,634,139,251,2
12710,2769,333,624,105,222,3
12712,2915,264,421,620,470,2
12716,2133,308,580,67,320,1
12717,2134,309,577,73,325,1
12718,2133,307,580,68,325,1
12719,2134,309,577,73,325,1
8432,2844,249,561,87,152,1
12722,2608,343,223,133,422,2
12723,2608,343,223,133,422,2
12725,3808,258,173,204,428,2
12178,2999,250,524,50,125,1
12729,2814,256,640,363,207,2
12733,2770,329,624,105,222,3
12736,2824,254,626,57,194,3
13328,2830,252,553,81,165,1
19090,2858,249,573,156,283,1
12742,2915,264,419,622,471,2
12744,3454,454,403,336,453,2
12745,3455,451,414,347,463,3
12752,3386,259,345,165,133,2
12753,3455,450,404,336,453,2
12758,3778,459,652,45,325,2
12759,2987,445,164,40,89,1
12761,3778,458,658,33,337,1
12763,3778,455,653,45,325,2
12764,3354,477,313,174,397,2
12765,2895,469,605,184,369,2
12767,3354,477,304,164,387,1
12769,2752,424,575,70,352,1
12770,2682,337,428,387,603,1
12772,2682,302,427,387,603,1
12773,3237,436,503,38,39,1
12774,3608,466,333,84,234,1
12775,3237,432,503,39,39,2
5349,2827,251,574,8,148,1
12788,2804,259,434,384,417,2
12789,3060,463,527,240,306,1
12792,3211,320,311,136,170,2
12793,2653,260,327,298,720,2
12801,2079,451,478,158,380,1
12802,2415,446,233,129,117,1
12804,2511,329,618,238,242,1
12806,2511,331,629,230,252,1
12807,2417,441,233,129,117,2
12809,2649,487,199,114,84,1
12811,2565,324,668,155,230,2
12812,3401,494,637,171,263,1
12813,2678,334,431,458,615,1
12815,3273,261,720,279,125,2
12819,2816,259,526,80,224,2
12821,3273,262,720,280,125,2
12822,2649,485,197,113,84,1
12823,3401,491,643,167,260,1
12827,3014,256,512,310,110,2
12828,3014,255,519,318,105,2
12830,2656,267,183,70,391,3
12831,3942,248,64,619,753,2
12833,3578,256,573,28,201,2
12835,3106,272,174,289,507,5
12837,3106,269,176,291,505,3
12841,3106,270,174,291,505,3
12842,2587,329,223,66,427,2
12843,2587,329,223,66,427,2
12844,3578,254,574,26,202,2
12845,2877,261,439,85,127,4
12848,3014,253,519,318,105,6
12858,3772,457,652,75,313,2
12859,2312,336,374,396,566,6
12861,2312,335,374,396,564,2
12864,2832,257,628,106,227,2
12866,3107,265,174,291,505,3
12868,2349,320,653,293,105,3
12871,2313,334,369,396,564,1
12874,2806,316,560,48,218,2
12875,2944,330,277,304,343,1
12881,3273,256,720,280,125,3
12883,2832,264,526,7,193,2
12884,2944,330,280,304,342,1
12885,2659,488,209,48,104,4
12886,3423,489,640,158,266,1
12887,2587,334,225,118,454,1
12888,2587,334,225,118,454,1
12891,2661,483,209,48,104,2
12898,3815,262,166,165,441,2
12899,3815,265,162,168,442,2
12900,2577,329,593,369,541,1
12903,3428,263,335,561,486,3
12904,3428,264,334,562,484,2
12905,2933,466,621,81,242,1
12908,2843,251,526,109,91,4
12910,2970,319,532,186,62,3
12914,2843,248,527,110,91,3
12916,2137,444,492,251,409,2
12919,3221,468,517,144,106,1
12920,2899,256,390,104,152,2
12921,4172,334,777,111,52,1
12924,3852,261,60,571,763,2
12925,4172,335,777,113,52,1
12926,4172,334,777,113,58,1
12927,3078,466,310,348,489,1
12929,2832,322,786,57,194,2
12930,2887,446,554,69,57,1
12931,3107,460,310,312,194,1
12932,3221,466,521,149,100,1
12933,3221,469,517,144,106,1
12935,3313,330,370,120,145,1
12937,3312,332,368,118,149,1
12938,3290,315,462,294,374,2
12941,2861,329,632,203,167,1
17402,3018,250,525,229,135,1
12945,3313,329,366,119,149,2
12951,3137,269,180,332,487,3
12959,3136,272,184,332,487,2
12960,3136,271,184,329,487,4
12962,3136,273,176,343,499,2
12969,2843,272,594,99,212,2
12971,3137,264,176,342,499,2
12973,2884,277,635,66,178,2
22084,2856,261,492,182,252,1
12975,2884,279,630,65,178,1
12979,2493,333,618,179,239,1
12980,3166,318,491,260,358,2
12983,2612,317,223,116,442,2
12984,2612,317,223,116,442,2
12985,2851,263,551,194,262,3
12986,2850,267,556,195,262,2
12987,2850,272,554,195,262,2
12988,2552,485,59,2,186,1
12990,3758,454,655,78,304,3
12991,3244,265,471,330,478,2
12992,2552,480,51,6,194,1
12995,3926,462,425,281,559,1
12996,2969,322,532,186,62,18
12998,2233,444,191,187,97,1
13001,2552,485,51,7,194,4
13003,3038,495,97,152,328,1
13004,2338,333,361,379,563,1
13005,3926,461,422,281,560,2
13006,2828,259,497,328,317,3
13007,2852,258,558,194,262,2
13008,3926,460,422,281,559,1
13009,2552,487,55,7,194,1
13010,2552,485,54,7,195,1
13012,3926,459,422,281,560,1
13013,2552,482,51,7,195,2
13014,2338,335,363,379,569,1
13015,3038,494,87,142,326,1
13016,2553,478,51,7,195,4
13017,2553,477,51,7,195,2
13018,2885,257,310,401,552,2
13020,2885,260,310,401,552,2
13021,2885,264,310,401,552,2
13022,2885,260,310,401,552,2
13025,3245,262,471,329,478,3
13026,3927,456,424,281,560,1
13028,4360,265,681,99,93,2
13031,2515,441,163,3,22,1
13034,2437,437,209,36,122,1
13035,2837,336,644,6,214,1
13036,2837,337,646,6,214,1
13042,3026,453,559,200,333,1
13043,2988,255,516,341,109,3
13049,2760,329,592,133,290,1
13055,3580,259,579,202,190,3
13056,3394,327,334,103,346,2
13057,2987,329,539,233,411,2
13061,3431,330,440,311,541,2
13069,2847,249,551,56,210,3
13072,2809,263,519,51,335,4
13073,3723,251,102,341,721,3
13074,2607,296,215,4,477,2
13075,2607,296,215,4,477,2
13076,2349,336,374,59,574,2
13079,2439,450,233,130,111,2
13081,2324,330,40,148,367,2
13082,2349,336,363,68,563,1
13084,3626,330,391,31,138,2
13085,3626,331,391,30,138,1
13086,3626,332,396,38,144,1
13089,2677,335,757,74,122,1
13091,2677,338,757,74,123,1
13095,2966,331,538,405,77,2
13096,2134,401,804,72,179,1
13097,2966,333,531,399,82,1
13098,4136,253,147,411,524,2
13099,2966,330,537,405,77,1
13100,2966,326,537,407,77,2
13101,2655,331,131,537,492,2
13102,2655,332,131,540,495,1
13103,2655,331,131,537,502,1
13104,2655,331,131,539,492,1
13113,2618,330,683,192,174,2
13115,2617,314,742,69,152,2
13118,2826,337,648,113,234,2
13119,2825,337,648,113,234,1
13120,2812,265,519,101,335,2
13121,3373,440,530,838,549,1
13126,3429,265,334,296,500,3
13127,3373,435,536,827,543,1
13130,3540,255,428,312,500,2
13135,2781,331,378,104,248,1
13139,3010,320,620,171,145,2
15426,2996,253,582,191,169,1
13148,2748,275,434,349,559,2
13153,3792,267,170,252,435,2
13154,3792,267,170,252,435,2
13156,3358,257,234,44,479,2
13157,3358,255,237,44,479,2
13160,2749,263,434,349,560,2
13161,4172,331,763,50,92,1
13162,2954,258,628,110,131,2
13168,3363,255,350,11,149,2
13172,4130,324,542,499,660,2
13173,2662,255,274,252,495,2
13176,3363,253,350,11,149,2
13179,2738,325,349,510,829,2
13180,2591,331,221,5,435,1
13181,2591,331,221,5,435,1
13184,3008,468,574,61,308,1
13192,2818,312,535,2,119,2
13193,3057,322,180,370,536,2
13195,2924,494,166,50,125,1
13196,3688,487,673,41,295,2
13198,2924,490,173,50,125,2
13199,2789,324,568,152,281,2
13200,2924,489,175,50,124,1
13203,2857,255,608,15,210,2
3014,3015,251,577,154,141,1
13206,2872,271,625,37,171,2
13207,2784,322,638,192,240,2
13213,2991,327,641,45,218,3
13220,2782,329,602,172,237,1
13223,2612,334,214,78,432,2
13224,2612,334,214,78,432,2
13227,4198,334,764,79,99,1
13229,4198,339,760,74,94,1
13230,4198,340,760,71,94,1
13231,4198,337,760,73,94,2
13232,4198,334,760,73,94,1
13237,2928,262,269,198,367,2
13238,2988,258,387,180,185,2
9571,3568,326,566,111,246,1
13241,2790,330,581,57,333,1
13242,2790,330,579,53,337,2
13244,2724,331,554,296,314,1
13245,2790,330,580,53,337,1
13246,4102,248,141,416,523,3
13248,4102,251,144,419,523,2
13249,4198,334,763,77,100,1
17202,2851,251,586,74,206,1
13254,2906,329,625,386,166,1
13257,2568,329,581,426,543,1
13263,2725,330,553,296,314,3
13265,3664,329,740,88,184,1
13268,3666,322,739,88,184,2
13275,3311,329,359,46,174,2
13276,3337,446,529,145,539,1
13279,3087,331,179,326,566,1
13284,2835,264,597,13,207,2
13289,2797,310,622,107,196,3
13290,2778,330,355,670,822,1
13292,2965,322,663,104,189,3
11355,3066,250,536,235,376,1
13298,2911,260,320,339,558,2
13299,2910,267,315,335,564,2
13303,2693,479,229,61,161,1
13304,2141,443,478,156,380,1
13306,2911,262,317,333,564,2
13307,2582,451,52,96,164,1
13309,3044,262,576,218,202,2
13311,2830,255,548,81,165,3
13312,3088,328,179,326,566,4
13313,3044,259,651,218,202,2
13315,2715,337,434,379,617,2
13321,2862,279,633,56,187,1
13322,2715,337,434,379,617,2
13330,2775,314,449,78,203,2
13331,2866,438,556,145,63,2
13333,3401,472,647,153,263,4
13338,2715,337,434,379,617,2
13339,2715,334,434,379,617,2
13340,3557,324,579,29,250,2
13341,3584,326,308,182,561,2
13342,3584,328,308,182,562,2
13346,2298,332,366,745,821,3
13347,2298,332,360,738,814,1
13348,2298,334,366,744,821,1
13350,2373,449,211,20,102,1
13352,2752,461,588,128,327,1
13354,2540,316,609,243,258,5
4684,2793,265,453,408,537,1
13357,2195,445,192,102,109,3
13358,2315,329,40,121,354,2
13359,3184,468,527,10,120,2
13361,2863,267,635,60,185,2
13362,2197,444,192,100,109,1
12443,2851,245,596,72,176,1
13368,2721,244,676,8,92,1
8607,3013,258,523,143,107,1
13370,3032,265,652,22,201,2
1626,3774,264,455,285,462,1
13373,3033,261,654,22,201,2
13374,2866,251,624,38,163,2
13382,2692,335,423,341,615,1
13383,2928,257,274,274,377,2
13389,3588,330,301,238,578,3
13390,2528,441,451,55,324,1
13391,2801,259,635,27,210,2
15427,2996,251,587,191,169,1
13400,3478,447,409,293,461,1
13401,3709,494,441,343,516,1
13402,2688,444,209,72,87,2
13403,2688,445,212,66,85,1
13404,2931,263,406,572,497,2
13327,3780,268,457,168,440,1
752,3816,265,458,598,455,1
13407,2932,263,406,571,496,2
13409,2593,325,212,4,433,2
13410,2593,325,212,4,433,2
13411,3709,492,440,343,516,1
13412,2662,334,420,376,628,1
13413,2764,327,437,200,494,2
13414,2662,335,430,369,638,2
13415,3709,489,440,343,516,3
13418,2662,335,419,376,628,1
10107,2850,250,544,281,177,1
13421,3715,258,99,639,721,2
7466,2617,254,592,188,252,1
13424,2662,331,430,368,638,2
13426,2970,320,548,285,60,2
13431,3141,274,180,620,531,5
13435,2536,445,447,32,310,1
13439,2540,441,447,31,310,1
13441,2792,330,397,350,465,1
10918,2814,249,575,11,162,1
13443,2792,332,397,350,465,1
13444,2127,446,474,133,365,2
13445,2930,324,281,209,331,2
13446,3147,463,128,162,385,1
13447,2792,333,398,352,461,1
13448,4182,259,541,432,576,2
13451,4182,264,541,433,576,2
13453,2127,446,478,133,365,1
13455,2944,263,407,317,485,3
13457,2227,444,190,126,98,2
13458,2519,440,156,49,24,1
13460,2227,442,190,126,98,1
13461,3289,461,620,185,284,1
2565,2812,249,577,83,186,1
13469,3141,267,190,608,519,2
13472,3141,268,182,620,531,2
13473,3767,261,459,317,443,2
13475,2742,436,229,153,115,1
13477,3141,268,189,608,519,2
13478,3141,268,186,608,519,3
13481,3141,268,186,608,519,2
13875,2842,250,547,75,53,1
13485,2742,435,231,150,115,1
13487,3289,459,620,186,285,1
13489,3141,268,187,608,519,2
13490,3141,268,178,621,531,2
12642,3593,270,572,55,210,1
13492,2805,248,617,162,168,2
13500,2800,331,385,208,481,1
13501,2817,213,289,58,531,20
13502,2817,213,289,58,531,6
13503,2817,213,289,58,531,1
13504,2667,336,427,361,628,1
7498,2835,251,595,5,154,1
13507,3241,321,721,23,176,2
13509,3767,258,459,317,442,2
13510,2667,337,438,354,638,1
13511,2667,335,438,354,638,1
13519,3613,322,407,42,138,2
13520,2861,248,549,43,177,2
15167,3572,270,572,8,187,1
13522,2892,277,628,145,194,1
13523,2891,282,628,145,194,2
13525,2892,278,632,150,192,1
13526,2892,277,628,147,194,1
13527,3614,319,407,41,138,2
15762,2651,270,572,213,507,1
13529,2817,219,289,56,531,1
13535,3723,263,103,674,741,2
13541,2536,329,345,421,749,1
13542,3588,330,303,574,563,2
13543,2819,333,654,88,199,1
13544,2958,325,669,146,193,2
13546,2802,263,523,296,327,2
13553,3141,255,178,285,515,2
13554,2831,335,639,42,240,2
13556,2831,337,634,38,242,1
13557,2830,341,639,42,240,2
13558,2830,340,635,41,240,1
13559,3288,326,234,318,533,2
13564,2571,438,51,73,183,1
13565,3362,329,444,261,530,1
13570,2597,330,220,71,421,2
13571,2597,330,220,71,421,2
13573,3362,331,443,262,530,1
13574,4286,330,686,28,184,1
14364,2840,249,598,248,175,1
13576,3659,328,105,584,792,3
13577,3659,329,105,586,792,2
11474,2837,246,553,4,186,1
13580,3080,463,519,34,306,1
13581,2847,256,216,181,212,2
13583,3080,461,519,39,298,1
13584,3659,330,104,585,792,1
13593,2958,461,58,599,313,1
13594,2571,437,45,81,192,1
13595,3241,457,288,121,270,1
13596,2572,434,45,81,192,1
13600,2476,489,453,216,331,2
13601,3317,481,439,314,456,3
13602,3318,480,440,313,456,2
13603,3101,466,322,403,490,1
13604,2478,483,454,216,331,1
13607,3392,264,338,20,160,2
13612,2799,267,531,336,307,2
13616,3393,259,339,20,160,2
13624,3806,456,646,35,324,1
13628,3003,265,272,288,283,2
13630,3003,263,277,293,277,2
13632,3426,326,433,220,543,2
13637,3048,273,579,245,163,2
13640,3267,320,114,555,775,3
13641,3426,328,435,218,544,2
13644,2830,337,640,55,225,1
13645,2830,339,641,55,225,1
13646,3052,322,165,428,534,3
13647,3052,320,164,428,534,2
